             0         1         2         3
69    0.407767  4.942340  0.665049  2.419249
70    0.616505  2.015469  0.966019  0.066530
71    0.417476  3.217408  0.650485  2.048018
72    0.383495  6.538437  0.635922  2.277753
73    0.417476  4.649418  0.626214  1.446632
74    0.417476  5.399773  0.626214  2.595367
75    0.398058  6.486749  0.606796  2.708799
76    0.417476  3.255597  0.805825  2.021041
77    0.412621  3.252236  0.650485  1.962903
78    0.417476  3.486994  0.776699  1.954763
79    0.708738  1.507906  0.810680  0.305763
80    0.417476  5.457899  0.611650  3.824724
81    0.417476  3.618255  0.665049  1.791004
82    0.393204  4.863466  0.582524  3.414795
83    0.422330  4.289433  0.597087  1.645395
84    0.766990  2.335243  0.825243  0.576802
85    0.412621  4.968533  0.626214  2.279761
86    0.402913  5.161599  0.592233  2.984279
87    0.417476  3.292760  0.800971  1.978298
88    0.412621  5.812529  0.611650  2.399132
89    0.427184  5.553477  0.660194  3.297465
90    0.422330  5.003020  0.587379  2.638722
91    0.407767  4.254052  0.606796  2.277062
92    0.669903  1.516080  0.747573  0.400489
93    0.417476  3.134500  0.805825  1.869222
94    0.417476  3.562548  0.781553  2.008066
95    0.417476  5.038658  0.635922  3.428377
96    0.398058  4.514218  0.582524  1.901937
97    0.378641  4.944782  0.626214  2.022588
98    0.417476  3.076808  0.805825  2.019280
99    0.412621  5.043378  0.587379  2.015362
100   0.427184  6.796109  0.626214  2.874793
101   0.781553  1.944904  0.936893  0.262372
102   0.432039  5.038541  0.606796  3.381093
103   0.417476  3.570681  0.771845  1.990255
104   0.708738  1.400571  0.830097  0.398383
105   0.417476  3.049781  0.805825  1.899265
106   0.398058  4.782012  0.582524  2.358779
107   0.383495  6.630418  0.582524  3.123919
108   0.417476  3.090527  0.805825  2.014158
109   0.417476  3.000641  0.805825  1.966618
110   0.412621  5.396096  0.611650  3.301703
111   0.417476  2.796141  0.800971  1.574558
112   0.422330  5.477614  0.635922  1.990775
113   0.393204  5.366880  0.553398  2.298632
114   0.417476  3.275587  0.791262  2.023448
115   0.417476  2.923400  0.805825  1.794103
116   0.407767  3.599705  0.723301  1.992662
117   0.378641  4.320433  0.572816  2.317496
118   0.373786  5.307079  0.553398  3.265779
119   0.417476  3.209100  0.786408  1.970093
120   0.398058  4.540025  0.631068  2.405705
121   0.417476  3.246299  0.786408  1.981216
122   0.417476  3.283122  0.776699  2.034895
123   0.393204  5.752233  0.650485  2.129407
124   0.417476  3.148155  0.800971  1.943113
125   0.417476  6.366808  0.587379  2.544684
126   0.834951  2.208374  0.888350  0.257515
127   0.635922  1.422782  0.830097  0.387095
128   0.781553  1.589720  0.830097  0.308125
129   0.417476  3.098336  0.805825  1.898221
130   0.417476  3.249794  0.752427  1.875479
131   0.407767  5.223209  0.616505  2.312702
132   0.417476  5.607047  0.631068  1.645154
133   0.417476  5.545535  0.611650  2.540336
134   0.417476  6.021842  0.611650  1.869583
135   0.378641  3.987270  0.601942  2.205860
136   0.417476  3.478794  0.796117  1.964903
137   0.407767  4.875618  0.645631  2.534028
138   0.398058  4.726964  0.645631  2.544082
139   0.402913  5.646347  0.601942  3.214563
140   0.417476  3.822519  0.601942  3.228325
141   0.412621  4.966457  0.660194  2.096488
142   0.417476  3.110687  0.742718  2.002903
143   0.456311  4.681727  0.650485  2.108324
144   0.417476  2.744625  0.805825  1.743497
145   0.514563  1.412020  0.800971  0.552743
146   0.417476  3.214633  0.800971  1.969079
147   0.417476  3.402718  0.800971  2.011189
148   0.407767  4.157929  0.621359  1.511987
149   0.417476  2.619925  0.800971  1.564252
150   0.383495  4.484289  0.616505  3.839017
151   0.417476  3.551753  0.805825  1.838691
152   0.388350  4.917366  0.587379  3.327671
153   0.398058  3.999384  0.592233  1.795305
154   0.422330  4.999789  0.587379  2.569785
155   0.417476  3.432682  0.805825  1.934226
156   0.708738  1.703170  1.000000  0.053483
157   0.417476  3.482551  0.699029  1.888483
158   0.417476  3.081572  0.805825  2.014158
159   0.417476  3.204123  0.805825  1.980230
160   0.417476  3.066322  0.805825  2.010656
161   0.417476  3.090599  0.805825  2.003954
162   0.417476  3.117735  0.805825  2.018375
163   0.427184  6.244239  0.626214  3.602129
164   0.417476  3.162290  0.805825  1.878309
165   0.417476  3.074340  0.805825  1.831787
166   0.402913  5.575944  0.631068  2.272637
167   0.417476  3.080438  0.805825  2.006714
168   0.592233  1.939195  0.956311  0.064499
169   0.854369  2.045499  0.927184  0.133377
170   0.383495  4.473802  0.592233  3.077383
171   0.708738  2.199808  0.946602  0.076605
172   0.441748  6.053525  0.606796  2.510955
173   0.412621  5.073959  0.611650  2.372656
174   0.854369  1.870450  0.839806  0.503060
175   0.402913  5.953657  0.650485  1.683017
176   0.417476  2.660620  0.805825  1.630816
177   0.820388  1.925144  0.912621  0.174340
178   0.417476  3.720384  0.631068  1.522135
179   0.412621  4.988771  0.606796  1.809257
180   0.563107  1.348925  0.864078  0.158827
181   0.417476  4.323793  0.640777  1.849425
182   0.422330  4.953007  0.655340  1.789656
183   0.398058  6.514552  0.592233  2.747393
184   0.417476  3.093113  0.805825  1.990002
185   0.417476  3.297217  0.694175  1.986082
186   0.417476  3.135933  0.805825  1.987851
187   0.417476  3.171645  0.805825  2.014881
188   0.446602  4.975333  0.611650  2.405296
189   0.441748  5.923985  0.621359  3.169115
190   0.417476  3.142335  0.805825  2.022376
191   0.417476  3.231783  0.674757  2.007875
192   0.621359  1.480601  0.737864  0.512069
193   0.388350  5.878183  0.635922  4.000253
194   0.417476  4.790699  0.601942  2.776938
195   0.402913  5.827517  0.587379  2.730101
196   0.417476  3.218736  0.800971  2.026153
197   0.402913  3.808356  0.592233  1.830666
198   0.708738  2.111582  0.936893  0.113207
199   0.781553  1.914449  0.941748  0.121579
200   0.422330  4.739486  0.621359  2.359354
201   0.771845  1.440723  0.830097  0.273100
202   0.417476  3.083509  0.805825  2.010774
203   0.417476  2.933780  0.805825  1.800946
204   0.747573  1.403256  0.825243  0.349814
205   0.402913  3.585082  0.713592  2.057353
206   0.422330  4.976974  0.597087  1.714040
207   0.669903  1.407216  0.645631  0.522963
208   0.402913  4.896886  0.616505  2.487953
209   0.417476  3.207278  0.747573  1.998627
210   0.441748  5.072455  0.669903  1.932828
211   0.417476  2.226323  0.805825  1.231007
212   0.417476  3.307133  0.776699  2.013098
213   0.398058  4.595376  0.582524  1.893391
214   0.417476  3.329434  0.796117  1.986106
215   0.417476  3.119532  0.805825  1.999171
216   0.417476  3.357507  0.805825  1.994093
217   0.635922  1.382129  0.820388  0.405662
218   0.402913  5.429295  0.563107  2.201849
219   0.407767  3.051781  0.742718  1.992062
220   0.417476  2.600468  0.747573  1.486943
221   0.388350  5.678264  0.611650  3.440418
222   0.417476  3.125400  0.805825  1.871737
223   0.417476  3.202883  0.805825  2.020884
224   0.407767  5.583980  0.635922  2.344349
225   0.854369  2.030234  0.956311  0.122084
226   0.393204  5.215118  0.631068  1.971444
227   0.412621  4.321484  0.616505  2.349031
228   0.417476  3.062486  0.800971  2.010204
229   0.781553  1.544113  0.864078  0.255018
230   0.417476  3.197566  0.747573  2.032042
231   0.728155  1.817779  0.825243  0.354465
232   0.412621  5.160822  0.635922  2.125696
233   0.402913  5.470117  0.611650  2.417408
234   0.417476  3.233322  0.674757  2.051312
235   0.417476  3.174634  0.805825  1.978033
236   0.398058  4.138982  0.611650  2.115177
237   0.407767  5.026548  0.665049  2.283229
238   0.708738  1.367745  0.839806  0.398431
239   0.417476  4.728481  0.626214  3.289964
240   0.417476  2.619272  0.805825  1.532666
241   0.781553  2.118215  0.825243  0.457345
242   0.417476  2.914490  0.805825  1.895720
243   0.417476  3.240654  0.805825  2.021127
244   0.393204  5.156319  0.616505  2.301280
245   0.422330  5.250326  0.611650  3.762303
246   0.417476  3.125806  0.805825  1.969196
247   0.378641  4.362965  0.635922  2.339790
248   0.417476  3.212105  0.771845  1.963392
249   0.407767  5.922453  0.597087  2.195598
250   0.781553  1.829502  0.946602  0.173245
251   0.417476  3.273590  0.766990  1.968398
252   0.388350  5.706370  0.611650  2.849410
253   0.417476  3.241916  0.805825  2.025303
254   0.708738  1.863305  0.849515  0.229751
255   0.378641  4.400864  0.577670  2.160709
256   0.398058  4.945229  0.616505  1.739064
257   0.563107  1.527944  0.805825  0.291418
258   0.417476  3.161072  0.805825  1.997522
259   0.417476  3.115101  0.805825  1.999760
260   0.708738  1.409757  0.839806  0.406326
261   0.417476  3.029321  0.791262  2.000896
262   0.373786  5.815211  0.601942  2.621231
263   0.417476  3.245161  0.805825  1.919860
264   0.398058  6.465130  0.640777  1.977844
265   0.407767  4.162123  0.645631  1.628345
266   0.417476  3.037987  0.805825  1.948406
267   0.417476  3.093472  0.805825  1.718761
268   0.383495  5.052418  0.621359  1.571484
269   0.417476  3.348633  0.805825  2.011706
270   0.417476  3.171029  0.800971  1.979679
271   0.417476  3.233762  0.805825  2.006399
272   0.417476  3.382143  0.776699  2.008564
273   0.422330  4.344573  0.616505  4.155510
274   0.402913  5.184961  0.631068  1.838597
275   0.407767  4.751324  0.601942  2.296999
276   0.810680  2.238451  0.699029  0.499270
277   0.417476  3.504031  0.805825  1.893181
278   0.417476  3.133629  0.805825  1.988319
279   0.398058  5.639076  0.597087  2.260729
280   0.417476  3.834105  0.611650  1.353656
281   0.417476  3.611279  0.621359  2.615014
282   0.412621  3.960603  0.616505  1.929485
283   0.708738  1.450819  0.830097  0.448147
284   0.635922  1.379258  0.825243  0.375620
285   0.708738  1.518762  0.830097  0.339475
286   0.402913  4.516255  0.587379  2.268267
287   0.417476  3.094654  0.805825  1.957339
288   0.417476  4.807549  0.606796  1.896159
289   0.417476  3.208736  0.805825  2.010802
290   0.402913  4.621857  0.582524  2.361596
291   0.402913  6.705905  0.592233  3.948646
292   0.417476  4.255901  0.635922  2.859694
293   0.378641  6.202462  0.635922  2.799005
294   0.417476  3.076102  0.805825  1.928676
295   0.781553  2.051900  0.917476  0.356455
296   0.417476  3.176318  0.805825  1.964414
297   0.417476  3.383477  0.805825  1.990544
298   0.417476  3.132675  0.805825  2.019873
299   0.776699  1.521550  0.742718  0.207000
300   0.393204  6.629996  0.529126  3.895438
301   0.422330  5.061374  0.616505  2.732029
302   0.412621  4.380210  0.611650  2.045116
303   0.417476  3.177959  0.800971  1.999729
304   0.417476  3.185906  0.805825  1.980913
305   0.417476  3.051327  0.805825  1.992434
306   0.407767  5.211668  0.640777  2.749861
307   0.407767  5.378668  0.684466  2.190129
308   0.708738  1.500500  0.825243  0.345505
309   0.500000  1.326789  0.834951  0.596950
310   0.432039  5.246315  0.631068  3.672360
311   0.398058  5.982589  0.592233  2.857235
312   0.398058  4.787683  0.577670  1.934263
313   0.417476  3.087628  0.805825  1.727957
314   0.436893  5.187343  0.635922  3.719834
315   0.708738  2.433225  0.825243  0.538491
316   0.398058  5.105242  0.563107  2.664823
317   0.417476  3.508515  0.791262  2.019822
318   0.417476  3.036249  0.805825  1.998532
319   0.407767  6.400002  0.626214  2.481118
320   0.402913  3.359890  0.699029  2.102362
321   0.417476  3.493748  0.737864  1.857358
322   0.398058  5.920327  0.577670  2.674736
323   0.417476  3.346544  0.805825  2.011343
324   0.417476  3.274049  0.805825  2.011242
325   0.766990  2.566942  0.825243  0.248503
326   0.407767  4.734560  0.592233  2.561523
327   0.417476  3.252911  0.805825  2.019141
328   0.417476  3.175313  0.805825  1.975755
329   0.417476  3.484528  0.800971  2.004091
330   0.398058  5.355520  0.650485  1.368322
331   0.373786  5.876410  0.563107  2.925471
332   0.781553  1.582633  0.927184  0.467219
333   0.402913  5.503654  0.592233  1.854316
334   0.417476  4.898495  0.577670  1.888025
335   0.388350  5.045460  0.631068  2.583004
336   0.417476  3.183067  0.805825  2.036083
337   0.383495  4.256138  0.606796  2.015677
338   0.436893  4.462556  0.606796  3.328851
339   0.417476  3.190405  0.689320  2.016342
340   0.417476  3.089382  0.796117  2.000115
341   0.708738  1.614132  0.922330  0.096615
342   0.398058  5.157101  0.616505  2.842824
343   0.815534  2.068475  0.941748  0.196567
344   0.407767  4.795694  0.650485  1.566412
345   0.417476  3.560035  0.694175  1.868411
346   0.441748  4.988005  0.631068  4.123860
347   0.417476  3.213071  0.805825  2.005249
348   0.417476  3.216424  0.805825  2.010594
349   0.417476  4.648764  0.601942  2.249708
350   0.402913  4.423483  0.582524  2.388303
351   0.427184  5.952119  0.674757  4.179676
352   0.417476  2.990988  0.800971  1.966376
353   0.417476  3.222721  0.728155  2.040132
354   0.849515  2.205673  0.868932  0.232075
355   0.417476  3.208684  0.805825  1.980561
356   0.563107  1.548165  0.650485  0.648140
357   0.417476  3.131346  0.805825  2.005116
358   0.417476  3.230771  0.796117  2.066800
359   0.417476  3.434196  0.805825  1.928698
360   0.417476  3.434876  0.791262  1.958533
361   0.417476  3.333812  0.766990  2.203124
362   0.412621  4.935003  0.684466  1.705907
363   0.417476  3.087493  0.800971  1.729656
364   0.417476  5.409490  0.577670  3.958932
365   0.708738  2.553280  0.844660  0.402673
366   0.417476  3.176765  0.796117  1.948530
367   0.393204  6.513926  0.640777  3.423686
368   0.708738  1.404462  0.830097  0.393791
369   0.417476  3.093927  0.805825  1.994605
370   0.689320  1.438291  0.771845  0.380691
371   0.417476  2.815286  0.805825  1.821758
372   0.635922  1.404100  0.791262  0.360574
373   0.475728  1.931543  0.762136  1.171713
374   0.432039  5.869678  0.601942  3.361397
375   0.417476  3.394587  0.805825  1.959338
376   0.383495  4.386060  0.611650  2.500437
377   0.417476  5.183199  0.650485  1.669415
378   0.398058  4.752326  0.621359  2.192842
379   0.417476  2.861917  0.800971  1.792951
380   0.417476  3.236856  0.766990  1.990435
381   0.752427  1.726731  0.723301  0.491861
382   0.402913  5.282648  0.616505  2.035878
383   0.407767  3.754027  0.553398  2.413693
384   0.402913  5.516569  0.597087  3.081560
385   0.402913  4.322544  0.582524  2.713431
386   0.417476  4.704613  0.597087  1.655105
387   0.708738  1.471486  0.839806  0.458342
388   0.417476  3.080049  0.805825  1.924194
389   0.771845  1.501234  0.815534  0.462511
390   0.699029  2.378420  0.922330  0.536294
391   0.417476  3.407263  0.718447  2.014954
392   0.393204  5.346383  0.645631  2.640724
393   0.417476  3.047122  0.805825  2.002292
394   0.708738  1.428209  0.849515  0.280652
395   0.378641  5.589085  0.567961  2.500527
396   0.417476  3.217591  0.805825  2.012651
397   0.417476  3.074832  0.805825  2.007430
398   0.417476  3.092313  0.805825  1.923103
399   0.412621  4.674355  0.640777  1.484375
400   0.417476  3.373885  0.805825  1.997951
401   0.402913  5.064310  0.650485  2.820432
402   0.791262  2.052987  0.922330  0.178561
403   0.412621  4.714787  0.645631  2.359533
404   0.412621  4.805962  0.674757  1.214634
405   0.393204  4.715576  0.601942  1.964461
406   0.781553  1.351663  0.844660  0.318769
407   0.402913  6.420293  0.587379  2.664272
408   0.398058  5.960234  0.592233  1.958577
409   0.378641  6.331333  0.601942  2.759597
410   0.417476  2.766163  0.781553  1.799765
411   0.432039  5.878476  0.587379  2.654826
412   0.708738  1.349699  0.859223  0.369097
413   0.378641  6.202714  0.543689  3.211360
414   0.417476  3.231405  0.723301  1.991683
415   0.388350  6.314901  0.587379  2.901307
416   0.407767  6.777807  0.626214  2.388093
417   0.417476  6.141734  0.606796  2.833681
418   0.398058  4.740062  0.631068  2.892262
419   0.854369  1.932382  0.985437  0.067811
420   0.393204  5.238920  0.606796  2.894495
421   0.742718  1.754506  0.776699  0.178905
422   0.398058  6.906493  0.587379  2.755981
423   0.708738  2.630220  0.985437  0.073431
424   0.708738  2.615875  0.912621  0.141381
425   0.781553  1.710645  0.849515  0.200468
426   0.417476  2.213717  0.805825  1.227513
427   0.708738  1.818168  0.834951  0.180051
428   0.393204  5.099239  0.621359  3.255695
429   0.393204  5.710946  0.621359  1.581625
430   0.417476  3.169163  0.800971  1.973047
431   0.427184  4.070825  0.645631  3.155616
432   0.398058  6.128745  0.597087  2.344137
433   0.398058  4.771447  0.577670  3.593849
434   0.626214  2.535031  0.917476  0.363982
435   0.417476  3.392960  0.805825  1.960745
436   0.417476  3.106435  0.800971  1.885081
437   0.417476  3.284342  0.805825  2.021720
438   0.417476  3.516524  0.805825  1.815895
439   0.417476  3.176675  0.805825  1.878825
440   0.417476  3.190422  0.805825  1.985734
441   0.402913  4.085702  0.665049  2.231130
442   0.427184  5.402159  0.587379  3.568298
443   0.422330  4.491628  0.645631  1.907378
444   0.383495  5.326194  0.606796  2.595131
445   0.393204  5.410941  0.597087  2.379304
446   0.723301  1.551197  0.703883  0.351434
447   0.417476  3.370959  0.805825  2.013451
448   0.781553  1.596188  0.834951  0.292844
449   0.417476  3.254783  0.805825  2.039116
450   0.398058  4.941778  0.631068  2.259624
451   0.708738  2.149492  0.927184  0.148743
452   0.417476  3.184256  0.805825  1.938711
453   0.412621  4.361341  0.621359  1.461704
454   0.398058  5.018881  0.601942  3.147980
455   0.417476  3.092571  0.805825  1.932327
456   0.771845  1.645314  0.728155  0.222264
457   0.417476  3.582620  0.708738  1.839822
458   0.393204  5.925042  0.679612  3.076437
459   0.417476  3.085607  0.805825  1.939610
460   0.417476  3.151663  0.796117  2.006080
461   0.427184  4.743399  0.650485  1.934678
462   0.417476  3.299975  0.805825  2.005915
463   0.402913  7.074090  0.631068  2.831289
464   0.417476  3.125826  0.800971  2.027575
465   0.854369  1.889462  0.815534  0.568747
466   0.407767  4.821769  0.655340  1.566823
467   0.398058  5.545612  0.645631  4.187609
468   0.417476  5.884363  0.645631  2.245338
469   0.495146  8.551460  0.606796  3.967704
470   0.398058  3.559493  0.597087  2.011715
471   0.417476  3.221782  0.805825  1.951529
472   0.417476  2.973378  0.805825  1.967246
473   0.417476  3.402833  0.805825  1.983157
474   0.383495  5.749039  0.582524  3.141269
475   0.398058  6.493140  0.626214  3.004209
476   0.417476  3.340473  0.805825  1.998167
477   0.422330  5.038965  0.621359  1.937239
478   0.412621  5.077019  0.631068  2.503021
479   0.412621  4.435738  0.572816  2.387656
480   0.417476  3.187044  0.805825  2.014452
481   0.417476  3.092578  0.805825  2.012869
482   0.514563  7.012561  0.611650  4.216977
483   0.417476  3.257766  0.781553  2.017153
484   0.781553  2.510764  0.868932  0.788327
485   0.490291  1.938365  0.771845  1.193272
486   0.781553  1.941728  0.907767  0.274231
487   0.417476  3.086658  0.805825  1.803010
488   0.398058  5.775765  0.601942  2.315578
489   0.781553  2.471175  0.912621  0.731316
490   0.378641  5.394803  0.640777  3.845473
491   0.398058  5.332273  0.582524  3.044128
492   0.417476  6.166496  0.635922  2.742253
493   0.417476  3.393295  0.800971  1.953791
494   0.417476  5.287539  0.635922  2.232774
495   0.417476  3.179430  0.800971  1.952596
496   0.854369  1.860064  0.820388  0.510485
497   0.417476  5.774178  0.655340  2.544225
498   0.417476  3.033859  0.805825  1.982089
499   0.417476  2.232084  0.805825  1.249365
500   0.378641  4.738260  0.597087  1.910948
501   0.417476  3.333135  0.805825  1.978550
502   0.398058  6.740168  0.592233  1.654005
503   0.417476  3.242678  0.708738  1.905452
504   0.519417  1.271276  0.815534  0.568022
505   0.708738  2.797012  0.941748  0.092758
506   0.781553  1.535478  0.859223  0.247932
507   0.708738  1.366214  0.834951  0.371459
508   0.398058  4.983453  0.635922  2.683829
509   0.417476  3.033238  0.796117  1.995045
510   0.417476  3.369712  0.708738  1.970242
511   0.854369  1.797192  0.810680  0.488211
512   0.407767  5.414288  0.611650  2.612763
513   0.412621  5.459717  0.621359  2.910542
514   0.417476  3.148801  0.805825  1.981381
515   0.412621  4.420748  0.606796  2.064701
516   0.427184  8.472242  0.616505  2.532471
517   0.417476  5.784911  0.572816  2.874072
518   0.378641  5.610053  0.626214  2.977033
519   0.417476  5.216520  0.665049  1.407782
520   0.417476  3.593811  0.742718  1.807683
521   0.398058  5.955319  0.597087  2.039178
522   0.417476  3.201429  0.805825  2.021851
523   0.781553  1.644146  0.733010  0.323365
524   0.427184  6.187222  0.635922  2.398528
525   0.412621  4.715637  0.606796  1.991833
526   0.417476  3.187944  0.800971  2.009520
527   0.417476  3.151474  0.805825  1.997130
528   0.417476  3.114752  0.805825  2.014379
529   0.820388  2.059561  0.834951  0.153599
530   0.796117  2.284882  0.800971  0.325109
531   0.417476  3.054264  0.805825  1.835145
532   0.417476  3.089009  0.757282  2.001774
533   0.781553  1.475674  0.859223  0.166367
534   0.417476  3.429483  0.805825  1.930137
535   0.417476  3.093182  0.796117  2.057438
536   0.708738  1.786225  0.839806  0.397975
537   0.398058  5.031016  0.572816  3.168975
538   0.781553  1.537923  0.849515  0.249636
539   0.402913  4.566077  0.626214  2.177157
540   0.417476  5.598841  0.621359  2.037496
541   0.781553  1.389395  0.810680  0.281438
542   0.388350  5.055340  0.601942  2.499823
543   0.427184  4.680102  0.616505  1.695479
544   0.781553  1.408971  0.786408  0.273471
545   0.378641  4.283361  0.577670  2.394002
546   0.762136  1.661562  0.868932  0.197497
547   0.407767  6.030787  0.631068  2.172660
548   0.679612  1.373367  0.820388  0.381281
549   0.417476  3.118641  0.805825  1.985704
550   0.708738  1.620613  0.907767  0.104372
551   0.417476  3.073695  0.805825  2.001449
552   0.417476  3.132026  0.805825  1.734340
553   0.781553  1.641080  0.922330  0.460726
554   0.815534  2.095973  0.932039  0.159471
555   0.398058  5.667957  0.597087  2.949551
556   0.417476  5.752039  0.592233  2.456217
557   0.436893  6.651326  0.597087  2.722272
558   0.407767  5.034650  0.601942  2.354170
559   0.781553  1.725961  0.859223  0.205787
560   0.412621  5.764030  0.626214  2.169949
561   0.417476  3.251522  0.786408  1.993003
562   0.378641  6.727376  0.582524  3.806574
563   0.781553  1.379135  0.820388  0.243008
564   0.752427  1.574126  0.854369  0.212853
565   0.407767  4.807555  0.582524  3.176497
566   0.854369  1.901915  0.883495  0.085612
567   0.388350  5.455577  0.621359  2.141551
568   0.378641  5.632841  0.587379  2.979698
569   0.388350  5.922761  0.631068  3.229715
570   0.417476  3.110104  0.805825  2.014218
571   0.417476  3.098024  0.805825  2.014116
572   0.757282  1.586788  0.839806  0.146420
573   0.398058  5.248933  0.606796  1.945249
574   0.417476  3.087675  0.805825  2.006816
575   0.781553  2.564427  0.883495  0.828912
576   0.412621  3.597639  0.606796  2.181845
577   0.417476  3.200384  0.805825  2.032712
578   0.781553  1.574077  0.752427  0.404631
579   0.417476  4.665322  0.650485  2.187459
580   0.781553  1.918904  0.941748  0.250305
581   0.708738  1.720605  0.990291  0.059639
582   0.417476  3.085471  0.805825  1.908780
583   0.393204  5.400605  0.601942  3.521886
584   0.417476  3.258688  0.805825  2.013345
585   0.432039  4.826864  0.601942  1.482226
586   0.417476  3.171997  0.805825  1.960934
587   0.708738  1.572179  0.917476  0.402995
588   0.480583  5.239858  0.679612  1.358268
589   0.422330  4.006712  0.635922  2.091507
590   0.402913  4.907044  0.563107  2.060353
591   0.417476  4.807695  0.631068  1.496339
592   0.417476  3.386106  0.805825  2.007205
593   0.456311  5.121503  0.631068  4.268778
594   0.781553  2.562551  0.873786  0.811552
595   0.417476  3.067828  0.800971  2.008524
596   0.407767  4.604084  0.597087  2.498398
597   0.635922  1.405089  0.834951  0.377458
598   0.378641  4.236432  0.606796  2.476320
599   0.398058  5.104987  0.650485  2.325930
600   0.412621  4.918822  0.635922  3.173824
601   0.417476  3.277695  0.699029  2.024495
602   0.383495  5.247011  0.592233  2.681501
603   0.427184  5.542219  0.621359  3.006036
604   0.417476  5.054213  0.694175  1.303537
605   0.383495  6.312239  0.611650  3.973815
606   0.383495  4.410709  0.587379  3.010822
607   0.417476  3.509429  0.805825  1.883607
608   0.417476  3.095638  0.805825  2.012239
609   0.771845  1.525794  0.805825  0.436477
610   0.417476  4.509577  0.655340  2.421211
611   0.635922  1.391590  0.834951  0.388943
612   0.427184  5.533470  0.679612  2.187871
613   0.402913  4.925878  0.611650  2.552410
614   0.417476  5.521182  0.645631  2.538435
615   0.417476  3.117968  0.805825  1.996898
616   0.417476  3.421669  0.791262  1.978242
617   0.417476  3.244794  0.805825  2.006671
618   0.407767  5.219460  0.616505  3.359784
619   0.417476  5.720767  0.621359  3.077293
620   0.412621  4.826992  0.645631  2.182420
621   0.417476  3.113808  0.805825  2.013113
622   0.378641  4.798784  0.577670  2.428525
623   0.417476  3.503323  0.796117  1.866234
624   0.383495  6.441752  0.587379  3.211455
625   0.417476  3.310704  0.805825  2.008819
626   0.781553  1.463954  0.844660  0.396965
627   0.417476  3.058954  0.800971  1.868687
628   0.592233  1.512407  0.834951  0.407255
629   0.708738  1.697760  1.000000  0.054439
630   0.417476  3.111237  0.805825  2.014868
631   0.436893  5.163394  0.582524  2.635518
632   0.417476  3.338010  0.805825  1.921256
633   0.417476  3.179678  0.805825  1.958820
634   0.427184  4.882681  0.611650  2.738776
